description,price,condo_fee,bedrooms,bathrooms,total_area_m2,vacancies,address,link
"Recreio dos Bandeirantes | Cobertura 3 quartos, sendo 3 suites",2100000,958,3,7,283,3,"Rua Rabino Henrique Lemle, Recreio Dos Bandeirantes",/imovel/venda-cobertura-3-quartos-com-ar-condicionado-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-283m2-id-2512564258/
"Recreio dos Bandeirantes | Apartamento 3 quartos, sendo 1 suite",679000,660,3,3,105,2,"Rua Guilherme Baptista, Recreio Dos Bandeirantes",/imovel/venda-apartamento-3-quartos-com-varanda-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-105m2-id-2623407228/
Apartamento para venda com 86 metros quadrados com 3 quartos Recreio,620000,1100,3,3,86,1,"Estrada Benvindo de Novaes, Recreio Dos Bandeirantes",/imovel/venda-apartamento-3-quartos-com-piscina-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-86m2-id-2620917126/
Apartamento para venda possui 73 metros quadrados com 3 quartos em Jacarepaguá - Rio de Janeiro - RJ,610000,825,3,2,73,1,"Avenida Jaime Poggi, Barra da Tijuca",/imovel/venda-apartamento-3-quartos-com-piscina-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-73m2-id-2641394846/
Sala para venda 20m² no Centro - Rio de Janeiro - RJ,112000,416,0,1,20,0,"Avenida Presidente Vargas, Centro",/imovel/venda-conjunto-comercial-sala-centro-zona-central-rio-de-janeiro-rj-20m2-id-2603895931/
Casa de condomínio em Rua Dois de Fevereiro - Água Santa - Rio de Janeiro/RJ,419190,275,3,3,87,1,"Rua Dois de Fevereiro, Água Santa",/imovel/venda-casa-de-condominio-3-quartos-agua-santa-zona-norte-rio-de-janeiro-rj-87m2-id-2630338685/
"Financia até 90%: Apartamento no Up Norte, 3 quartos, 70m, perto do Norte Shopping",489000,687,3,2,70,1,"Rua Piauí, Todos os Santos",/imovel/venda-apartamento-3-quartos-com-piscina-todos-os-santos-zona-norte-rio-de-janeiro-rj-70m2-id-2629292293/
Imóvel para investidores/construtores,2000000,0,0,0,1257,6,"Rua Ministro Gabriel de Piza, Pechincha",/imovel/venda-casa-pechincha-zona-oeste-rio-de-janeiro-rj-1257m2-id-2627400393/
Apartamento para venda tem 85 metros quadrados com 2 quartos em Encantado - Rio de Janeiro - RJ,210000,0,2,2,85,0,"Rua Clarimundo de Melo, Encantado",/imovel/venda-apartamento-2-quartos-encantado-zona-norte-rio-de-janeiro-rj-85m2-id-2635576079/
Excelente apartamento 2 quartos,230000,300,2,2,56,0,"Rua Conselheiro Agostinho, Todos os Santos",/imovel/venda-apartamento-2-quartos-todos-os-santos-zona-norte-rio-de-janeiro-rj-56m2-id-2634913759/
"Terreno para Venda em Rio de Janeiro, Taquara",1600000,,0,0,2400,0,"Estrada do Outeiro Santo, Taquara",/imovel/venda-terreno-lote-condominio-com-academia-taquara-zona-oeste-rio-de-janeiro-rj-2400m2-id-2567459594/
Cosmos Cond Rio Vida Res Club Apt 2 qtos Ac Carta (IMÓVEL CAIXA),72058,0,2,1,43,1,"Estrada da Paciência, Cosmos",/imovel/venda-apartamento-2-quartos-cosmos-zona-oeste-rio-de-janeiro-rj-43m2-id-2446787920/
2 QUARTOS COM 1 VAGA ESCRITURADA EM COPACABANA,1375000,1189,2,2,100,1,"Rua Barão de Ipanema, Copacabana",/imovel/venda-apartamento-2-quartos-com-cozinha-copacabana-zona-sul-rio-de-janeiro-rj-100m2-id-2641192447/
Sala/Conjunto para venda tem 55 metros quadrados em Centro - Rio de Janeiro - Rio de Janeiro,179880,730,0,1,55,0,"Rua Santa Luzia, Centro",/imovel/venda-conjunto-comercial-sala-com-armario-de-cozinha-centro-zona-central-rio-de-janeiro-rj-55m2-id-2588727244/
Duplex para venda tem 97 metros quadrados com 1 quarto em Lagoa - Rio de Janeiro - RJ,1500000,1536,1,1,97,1,"Rua Professor Saldanha, Lagoa",/imovel/venda-apartamento-1-quarto-com-piscina-lagoa-zona-sul-rio-de-janeiro-rj-97m2-id-2641152720/
"Apartamento com 2 Quartos, Varanda e Vaga à Venda em Vila Isabel!!! Próximo a Vinte e Oito de Setemb",390000,951,2,3,76,1,"Rua Silva Pinto, Vila Isabel",/imovel/venda-apartamento-2-quartos-com-churrasqueira-vila-isabel-zona-norte-rio-de-janeiro-rj-76m2-id-2641405661/
RIO DE JANEIRO - Casa de Condomínio - ENGENHO DE DENTRO,520000,150,3,4,132,2,"Rua Pernambuco, Engenho De Dentro",/imovel/venda-casa-de-condominio-3-quartos-com-churrasqueira-engenho-de-dentro-zona-norte-rio-de-janeiro-rj-132m2-id-2572568196/
RIO DE JANEIRO - Apartamento Padrão - JACAREPAGUÁ,430000,700,2,2,60,1,"Estrada dos Bandeirantes, Jacarepaguá",/imovel/venda-apartamento-2-quartos-com-piscina-jacarepagua-zona-oeste-rio-de-janeiro-rj-60m2-id-2588834802/
Casa de condomínio em Rua Lagoa Bonita - Vargem Grande - Rio de Janeiro/RJ,639660,342,4,4,200,2,"Rua Lagoa Bonita, Vargem Grande",/imovel/venda-casa-de-condominio-4-quartos-com-piscina-vargem-grande-zona-oeste-rio-de-janeiro-rj-200m2-id-2622362421/
Apartamento de 2 quartos em Campo Grande ( 2 1 ) 9 8 3 3 0 -5408 Apartamento,130000,0,2,1,45,1,"Rua Doutor Juvenal Murtinho, Santíssimo",/imovel/venda-apartamento-2-quartos-santissimo-zona-oeste-rio-de-janeiro-rj-45m2-id-2639740974/
Apartamento em Rua Jerônimo Pinto - Campinho - Rio de Janeiro/RJ,278280,300,2,1,60,1,"Rua Jerônimo Pinto, Campinho",/imovel/venda-apartamento-2-quartos-com-ar-condicionado-campinho-zona-norte-rio-de-janeiro-rj-60m2-id-2635743533/
"Apartamento com 1 dormitório à venda, 45 m² por R$ 175.000,00 - Vaz Lobo - Rio de Janeiro/RJ",175000,400,1,1,45,1,"Rua Bezerra de Menezes, Vaz Lobo",/imovel/venda-apartamento-1-quarto-com-cozinha-vaz-lobo-zona-norte-rio-de-janeiro-rj-45m2-id-2640293118/
Barra Sunday - Apartamento com 2 quartos sendo 1 suite - Recreio dos Bandeirantes - RJ,554000,1100,2,2,65,1,"Avenida Salvador Allende, Recreio Dos Bandeirantes",/imovel/venda-apartamento-2-quartos-com-piscina-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-65m2-id-2549437596/
Loja-À VENDA-Ipanema-Rio de Janeiro-RJ,630000,767,0,1,27,0,"Rua Visconde de Pirajá, Ipanema",/imovel/venda-loja-salao-com-elevador-ipanema-zona-sul-rio-de-janeiro-rj-27m2-id-2640366536/
Grande oportunidade - apartamento sidônio paes - cascadura,258000,180,3,2,70,0,"Rua Sidônio País, Cascadura",/imovel/venda-apartamento-3-quartos-com-hall-de-entrada-cascadura-zona-norte-rio-de-janeiro-rj-70m2-id-2633406116/
Apartamento em Rua da Capela - Piedade - Rio de Janeiro/RJ,279340,180,2,2,70,1,"Rua da Capela, Piedade",/imovel/venda-apartamento-2-quartos-piedade-zona-norte-rio-de-janeiro-rj-70m2-id-2625974375/
Apartamento em Rua Vicente Leporace - Recreio dos Bandeirantes - Rio de Janeiro/RJ,649660,650,3,3,92,2,"Rua Vicente Leporace, Recreio Dos Bandeirantes",/imovel/venda-apartamento-3-quartos-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-92m2-id-2618586613/
"Apartamento com 2 Quartos à venda, 56 m² - Taquara",185000,394,2,1,56,1,"Estrada Marechal Miguel Salazar Mendes de Morais, Taquara",/imovel/venda-apartamento-2-quartos-com-churrasqueira-taquara-zona-oeste-rio-de-janeiro-rj-56m2-id-2625425058/
Apartamento-À VENDA-Campinho-Rio de Janeiro-RJ,199999,500,2,1,62,1,"Rua Cândido Benício, Campinho",/imovel/venda-apartamento-2-quartos-mobiliado-campinho-zona-norte-rio-de-janeiro-rj-62m2-id-2579346793/
Oportunidade em Ipanema de 2 quartos com vaga!,1300000,1250,2,3,70,1,"Rua Visconde de Pirajá, Ipanema",/imovel/venda-apartamento-2-quartos-com-ar-condicionado-ipanema-zona-sul-rio-de-janeiro-rj-70m2-id-2641212169/
APARTAMENTO - VILA ISABEL - 02 QUARTOS - 01 VAGA,570000,1131,2,2,76,1,"Rua Ângelo Bittencourt, Vila Isabel",/imovel/venda-apartamento-2-quartos-com-ar-condicionado-vila-isabel-zona-norte-rio-de-janeiro-rj-76m2-id-2588514041/
Rio de Janeiro - Conjunto Comercial/Sala - Camorim,110000,520,0,1,22,0,Camorim,/imovel/venda-conjunto-comercial-sala-camorim-zona-oeste-rio-de-janeiro-rj-22m2-id-2502564354/
Apartamento à venda - Vargem Pequena - Jacarepaguá - Rio de Janeiro - RJ,340000,577,2,1,65,1,"Estrada dos Bandeirantes, Vargem Pequena",/imovel/venda-apartamento-2-quartos-com-churrasqueira-vargem-pequena-zona-oeste-rio-de-janeiro-rj-65m2-id-2596616291/
"Apartamento tipo casa, sala, 3 quartos, 2 banheiros, 1 vaga, 105m². ENGENHO NOVO",282302,1,3,2,105,1,"Rua da Bela Vista, Engenho Novo",/imovel/venda-apartamento-3-quartos-engenho-novo-zona-norte-rio-de-janeiro-rj-105m2-id-2553340819/
"Cobertura com 3 dormitórios à venda, 137 m² por R$ 1.090.000,00 - Recreio dos Bandeirantes - Rio de",1090000,1450,3,2,137,2,"Rua Professora Luiza Nogueira Gonçalves, Recreio Dos Bandeirantes",/imovel/venda-cobertura-3-quartos-com-piscina-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-137m2-id-2641324160/
Apartamento para alugar/venda próximo ao Clube Sargento de Cascadura,169000,336,2,1,45,0,"Avenida Ernani Cardoso, Cascadura",/imovel/venda-apartamento-2-quartos-com-salao-de-festas-cascadura-zona-norte-rio-de-janeiro-rj-45m2-id-2641094755/
COBERTURA ESPETACULAR PRAÇA SECA,398000,1380,3,3,197,2,"Rua Capitão Menezes, Praça Seca",/imovel/venda-cobertura-3-quartos-com-piscina-praca-seca-zona-oeste-rio-de-janeiro-rj-197m2-id-2620194293/
"Casa em Vargem Pequena com 3 quartos, 2 suítes, 3 banheiros, 3 vagas com 150 m² - Rio de Janeiro/RJ",630000,200,3,3,150,3,"Rua Jornalista Luiz Eduardo Lobo, Vargem Pequena",/imovel/venda-casa-de-condominio-3-quartos-com-churrasqueira-vargem-pequena-zona-oeste-rio-de-janeiro-rj-150m2-id-2635212983/
Casa de 109 metros quadrados no bairro Quintino Bocaiúva com 2 quartos,239000,0,2,1,109,0,"Rua Nerval de Gouveia, Quintino Bocaiúva",/imovel/venda-sobrados-2-quartos-quintino-bocaiuva-zona-norte-rio-de-janeiro-rj-109m2-id-2246185536/
Cobertura duplex para venda tem 178 metros quadrados com 3 quartos,1390000,1450,3,4,178,2,"Avenida Aldemir Martins, Recreio Dos Bandeirantes",/imovel/venda-apartamento-3-quartos-com-piscina-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-178m2-id-2600479047/
"Casa linear com 3 quartos, piscina e vaga de garagem",430000,,3,2,70,0,"Avenida Alhambra, Campo Grande",/imovel/venda-casa-3-quartos-campo-grande-zona-oeste-rio-de-janeiro-rj-70m2-id-2600903692/
Casa de condomínio para venda 04 quartos - Condomínio fechado-Gardênia Azul-Jacarepaguá - R.J,945000,180,4,4,400,3,"Rua Ivan Reis, Gardênia Azul",/imovel/venda-casa-de-condominio-4-quartos-gardenia-azul-zona-oeste-rio-de-janeiro-rj-400m2-id-2508561439/
Apartamento-À VENDA-Rio Comprido-Rio de Janeiro-RJ,320000,600,2,1,65,0,"Avenida Paulo de Frontin, Rio Comprido",/imovel/venda-apartamento-2-quartos-com-ar-condicionado-rio-comprido-zona-central-rio-de-janeiro-rj-65m2-id-2611974657/
Apartamento em Rua Sérgio Branco Soares - Riachuelo - Rio de Janeiro/RJ,679420,500,3,3,140,2,"Rua Sérgio Branco Soares, Riachuelo",/imovel/venda-apartamento-3-quartos-com-ar-condicionado-riachuelo-zona-norte-rio-de-janeiro-rj-140m2-id-2632429366/
Apartamento á venda - Taquara- Jacarepaguá - Rio de Janeiro - RJ,199900,99,2,1,48,1,"Rua das Pastorinhas, Taquara",/imovel/venda-apartamento-2-quartos-com-churrasqueira-taquara-zona-oeste-rio-de-janeiro-rj-48m2-id-2597974583/
MADUREIRA Apartamento venda 58 m2 - 3 quartos em Oswaldo Cruz - Rio de Janeiro - RJ,229000,450,3,1,58,1,"Rua América Soares, Madureira",/imovel/venda-apartamento-3-quartos-com-churrasqueira-madureira-zona-norte-rio-de-janeiro-rj-58m2-id-2580151214/
Casa de condomínio para venda possui 375 metros quadrados com 4 quartos,2350000,220,4,7,375,4,"Rua Gil Vicente, Jardim Carioca",/imovel/venda-casa-de-condominio-4-quartos-jardim-carioca-zona-norte-rio-de-janeiro-rj-375m2-id-2566522490/
"Apartamento com 2 dormitórios à venda, 60 m² por R$ 275.000,00 - Jacarepaguá - Rio de Janeiro/RJ",275000,0,2,2,60,0,Jacarepaguá,/imovel/venda-apartamento-2-quartos-com-piscina-jacarepagua-zona-oeste-rio-de-janeiro-rj-60m2-id-2623333249/
Casa para venda possui 400 metros quadrados com 10 quartos em Rio Comprido - Rio de Janeiro - RJ,450000,,10,4,400,3,"Rua Visconde de Jequitinhonha, Rio Comprido",/imovel/venda-casa-10-quartos-rio-comprido-zona-central-rio-de-janeiro-rj-400m2-id-2600476082/
Apartamento em Rua do Bispo - Rio Comprido - Rio de Janeiro/RJ,598780,920,3,2,76,2,"Rua do Bispo, Rio Comprido",/imovel/venda-apartamento-3-quartos-com-piscina-rio-comprido-zona-central-rio-de-janeiro-rj-76m2-id-2628469475/
"Apartamento na Tijuca de 3 quartos, 1 suite e 2 vagas",657000,960,3,2,82,0,"Rua Conde de Bonfim, Tijuca",/imovel/venda-apartamento-3-quartos-com-piscina-tijuca-zona-norte-rio-de-janeiro-rj-82m2-id-2640919423/
"Apartamento Garden para Venda em Rio de Janeiro, Parada de Lucas, 2 dormitórios, 1 banheiro, 1 vaga",220000,390,2,1,58,1,"Rua Cordovil, Parada de Lucas",/imovel/venda-apartamento-2-quartos-com-piscina-parada-de-lucas-zona-norte-rio-de-janeiro-rj-58m2-id-2628662669/
Apartamento em Estrada dos Bandeirantes - Vargem Pequena - Rio de Janeiro/RJ,249600,600,3,1,55,1,"Estrada dos Bandeirantes, Vargem Pequena",/imovel/venda-apartamento-3-quartos-com-piscina-vargem-pequena-zona-oeste-rio-de-janeiro-rj-55m2-id-2633329884/
"Apartamento com 2 Quartos à venda, 83m² - Pechincha",320000,800,2,3,83,1,"Rua Retiro dos Artistas, Pechincha",/imovel/venda-apartamento-2-quartos-mobiliado-pechincha-zona-oeste-rio-de-janeiro-rj-83m2-id-2639581957/
LINDO Apartamento REFORMADO 3 quartos 2 vagas - Rio de Janeiro - RJ,795000,1255,3,3,120,2,"Rua Pontes Correia, Andaraí",/imovel/venda-apartamento-3-quartos-com-elevador-andarai-zona-norte-rio-de-janeiro-rj-120m2-id-2634518463/
"Apartamento com 3 dormitórios à venda, 55 m² por R$ 250.000,00 - Vargem Pequena - Rio de Janeiro/RJ",250000,646,3,1,55,1,"Estrada dos Bandeirantes, Vargem Pequena",/imovel/venda-apartamento-3-quartos-com-piscina-vargem-pequena-zona-oeste-rio-de-janeiro-rj-55m2-id-2620195962/
"Vende-se AMPLO apartamento no Meier com 3 quartos (sendo 1 suíte), salão, copa/",450000,,3,3,98,2,"Rua Itobi, Méier",/imovel/venda-apartamento-3-quartos-meier-zona-norte-rio-de-janeiro-rj-98m2-id-2623246207/
Rio de Janeiro - Apartamento Padrão - Campinho,332000,750,3,2,70,1,"Rua Cândido Benício, Campinho",/imovel/venda-apartamento-3-quartos-com-elevador-campinho-zona-norte-rio-de-janeiro-rj-70m2-id-2583071535/
"EXCELENTE OPORTUNIDADE, APTO 2 QUARTOS, SACADA, ANDAR ALTO, COND. COM TOTAL INFRA ESTRUTURA, LOCALIZ",248500,550,2,1,46,1,"Estrada dos Bandeirantes, Curicica",/imovel/venda-apartamento-2-quartos-com-piscina-curicica-zona-oeste-rio-de-janeiro-rj-46m2-id-2632934272/
Casa em Condomínio-À VENDA-Jacarepaguá-Rio de Janeiro-RJ,420000,400,3,4,95,1,"Estrada de Camorim, Jacarepaguá",/imovel/venda-casa-de-condominio-3-quartos-com-piscina-jacarepagua-zona-oeste-rio-de-janeiro-rj-95m2-id-2641210384/
"Cobertura com 3 dormitórios à venda, 171 m² por R$ 1.450.000 - Recreio dos Bandeirantes - Rio de Jan",1450000,1250,3,5,171,3,"Estrada Benvindo de Novaes, Recreio Dos Bandeirantes",/imovel/venda-cobertura-3-quartos-com-ar-condicionado-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-171m2-id-2634844154/
"Vargem Pequena | Casa 3 quartos, sendo 1 suite",1000000,500,3,3,245,2,"Rua Jornalista Luiz Eduardo Lobo, Vargem Pequena",/imovel/venda-casa-de-condominio-3-quartos-com-churrasqueira-vargem-pequena-zona-oeste-rio-de-janeiro-rj-245m2-id-2540242088/
"Vila Isabel, 2 quartos planta ampla.",340000,360,2,2,60,0,"Boulevard Vinte e Oito de Setembro, Vila Isabel",/imovel/venda-apartamento-2-quartos-com-cozinha-vila-isabel-zona-norte-rio-de-janeiro-rj-60m2-id-2544170848/
Apartamento em Estrada da Paciência 5555 - Paciência - Rio de Janeiro/RJ,149160,267,2,1,50,1,"Estrada da Paciência, Paciência",/imovel/venda-apartamento-2-quartos-com-churrasqueira-paciencia-zona-oeste-rio-de-janeiro-rj-50m2-id-2632399946/
"Apartamento com 2 quartos à venda - R$ 140.000,00 - Taquara - RJ",140000,268,2,1,46,1,"Estrada Marechal Miguel Salazar Mendes de Morais, Taquara",/imovel/venda-apartamento-2-quartos-taquara-zona-oeste-rio-de-janeiro-rj-46m2-id-2640275064/
Apartamento em Estrada do Tindiba - Taquara - Rio de Janeiro/RJ,369370,600,2,1,55,1,"Estrada do Tindiba, Taquara",/imovel/venda-apartamento-2-quartos-com-piscina-taquara-zona-oeste-rio-de-janeiro-rj-55m2-id-2632194027/
RECREIO -GLEBA A - APARTAMENTO - 3 QUARTOS - 90 M²,662000,940,3,2,90,1,"Avenida Guilherme de Almeida, Recreio Dos Bandeirantes",/imovel/venda-apartamento-3-quartos-com-elevador-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-90m2-id-2634942148/
"Apartamento para Venda em Rio de Janeiro, Madureira, 2 dormitórios, 1 banheiro, 1 vaga",170000,440,2,1,50,1,"Avenida Ministro Edgard Romero, Madureira",/imovel/venda-apartamento-2-quartos-com-churrasqueira-madureira-zona-norte-rio-de-janeiro-rj-50m2-id-2631827671/
"Apartamento com 4 quartos à venda, 200m² - Lagoa - Rio de Janeiro/RJ",2380000,3166,4,4,200,3,"Rua Sacopa, Lagoa",/imovel/venda-apartamento-4-quartos-com-ar-condicionado-lagoa-zona-sul-rio-de-janeiro-rj-200m2-id-2633297326/
Apartamento em Rua Enaldo dos Santos Araújo - Engenheiro Leal - Rio de Janeiro/RJ,194890,1,3,2,75,0,"Rua Enaldo dos Santos Araújo, Engenheiro Leal",/imovel/venda-apartamento-3-quartos-engenheiro-leal-zona-norte-rio-de-janeiro-rj-75m2-id-2630335379/
Loja em Rua Marquês de São Vicente - Gávea - Rio de Janeiro/RJ,1599840,2500,1,1,62,0,"Rua Marquês de São Vicente, Gávea",/imovel/venda-loja-salao-1-quarto-com-academia-gavea-zona-sul-rio-de-janeiro-rj-62m2-id-2631763132/
Apartamento no Recreio - Pontal Oceânico,510000,780,2,2,66,1,"Rua Luiz Carlos Sarolli, Recreio Dos Bandeirantes",/imovel/venda-apartamento-2-quartos-mobiliado-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-66m2-id-83386290/
Apartamento-À VENDA-Lins de Vasconcelos-Rio de Janeiro-RJ,190000,469,3,1,65,1,"Rua Heráclito Graça, Lins de Vasconcelos",/imovel/venda-apartamento-3-quartos-com-piscina-lins-de-vasconcelos-zona-norte-rio-de-janeiro-rj-65m2-id-2594955590/
Apartamento-À VENDA-Freguesia (Jacarepaguá)-Rio de Janeiro-RJ,466500,847,2,2,72,1,"Estrada do Guanumbi, Freguesia- Jacarepaguá",/imovel/venda-apartamento-2-quartos-com-piscina-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-rj-72m2-id-2641208942/
Apartamento em Rua Desembargador Izidro - Tijuca - Rio de Janeiro/RJ,379810,537,1,2,50,0,"Rua Desembargador Izidro, Tijuca",/imovel/venda-apartamento-1-quarto-tijuca-zona-norte-rio-de-janeiro-rj-50m2-id-2633211958/
Apartamento em Rua Piauí - Cachambi - Rio de Janeiro/RJ,488630,590,3,2,70,1,"Rua Piauí, Cachambi",/imovel/venda-apartamento-3-quartos-com-piscina-cachambi-zona-norte-rio-de-janeiro-rj-70m2-id-2629071817/
Casa de Vila em Rua Cuba - Penha - Rio de Janeiro/RJ,279480,1,2,1,90,0,"Rua Cuba, Penha",/imovel/venda-casa-de-condominio-2-quartos-penha-zona-norte-rio-de-janeiro-rj-90m2-id-2594740818/
"Apartamento para Venda em Rio de Janeiro, Vaz Lobo, 4 dormitórios, 1 suíte, 2 banheiros, 2 vagas",425000,544,4,2,110,2,"Rua Macunaíma, Vaz Lobo",/imovel/venda-apartamento-4-quartos-com-cozinha-vaz-lobo-zona-norte-rio-de-janeiro-rj-110m2-id-2606321232/
Apartamento em Vila Isabel à venda,500000,750,2,3,97,1,"Rua Luís Guimarães, Vila Isabel",/imovel/venda-apartamento-2-quartos-com-cozinha-vila-isabel-zona-norte-rio-de-janeiro-rj-97m2-id-2641272494/
Excelente apto 2 quartos em condomínio fechado com infra no Pechincha,285000,600,2,1,55,1,"Estrada do Tindiba, Pechincha",/imovel/venda-apartamento-2-quartos-com-piscina-pechincha-zona-oeste-rio-de-janeiro-rj-55m2-id-2618480239/
Apartamento para venda 2 quartos em Tijuca - Rio de Janeiro - RJ,400000,1100,2,1,67,1,"Rua Barão de Itapagipe, Tijuca",/imovel/venda-apartamento-2-quartos-com-piscina-tijuca-zona-norte-rio-de-janeiro-rj-67m2-id-2615025208/
"Apartamento com 4 dormitórios à venda, 125 m² por R$ 1.950.000,00 - Leme - Rio de Janeiro/RJ",1950000,700,4,3,125,0,Leme,/imovel/venda-apartamento-4-quartos-mobiliado-leme-zona-sul-rio-de-janeiro-rj-125m2-id-2567685668/
Cobertura-À VENDA-Rocha-Rio de Janeiro-RJ,328000,818,2,3,90,1,"Rua Vinte e Quatro de Maio, Rocha",/imovel/venda-cobertura-2-quartos-com-piscina-rocha-zona-norte-rio-de-janeiro-rj-90m2-id-2622348218/
Apartamento para venda com 157 metros quadrados com 3 quartos em Copacabana - Rio de Janeiro - RJ,1230000,1500,3,3,157,1,"Travessa Angrense, Copacabana",/imovel/venda-apartamento-3-quartos-com-guarita-portaria-copacabana-zona-sul-rio-de-janeiro-rj-157m2-id-2569516932/
UNION HOME - ANDAR ALTO VISTA LIVRE,630000,1203,2,2,77,1,"Avenida Ator José Wilker, Barra da Tijuca",/imovel/venda-apartamento-2-quartos-com-piscina-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-77m2-id-2610218857/
Apartamento-À VENDA-Botafogo-Rio de Janeiro-RJ,1099000,900,2,3,69,1,"Rua Real Grandeza, Botafogo",/imovel/venda-apartamento-2-quartos-com-piscina-botafogo-zona-sul-rio-de-janeiro-rj-69m2-id-2626605453/
Rio de Janeiro - Apartamento Padrão - Rocha,220000,247,2,1,45,1,"Rua Vinte e Quatro de Maio, Rocha",/imovel/venda-apartamento-2-quartos-com-elevador-rocha-zona-norte-rio-de-janeiro-rj-45m2-id-2640594457/
RIO DE JANEIRO - RESIDENCIAL - BARRA DA TIJUCA,4300000,1290,5,6,660,4,"Rua Zeno Zani, Barra da Tijuca",/imovel/venda-casa-de-condominio-5-quartos-com-piscina-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-660m2-id-2552859850/
Apartamento em Rua Araújo Lima - Vila Isabel - Rio de Janeiro/RJ,598380,1210,2,3,107,1,"Rua Araújo Lima, Vila Isabel",/imovel/venda-apartamento-2-quartos-com-ar-condicionado-vila-isabel-zona-norte-rio-de-janeiro-rj-107m2-id-2639644677/
