neighborhood,city,description,price,condominio,iptu,area,bedrooms,suite,bathrooms,garage,link
Recreio dos Bandeirantes, Rio de Janeiro,"Maui Unique Life   Pontal Oceânico   Maravilhosa cobertura duplex, com 3 quartos!Maravilhosa cobertura duplex, com 3 quartos, porcelanato, piscina, churrasqueira, vista lazer, sol da manhã, duas vagas de garagem.Imóvel quitado, aceita financiamento!Ligue e agende sua visita!WHATSAPP ONLINE", 950000,1200,200,140,3,0,2,2,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-140m2-id-2641835692/
Glória, Rio de Janeiro,"Excelente apartamento no tranquilo bairro, histórico e turístico da Glória. Tem 45 m², fundos, andar alto, silencioso, sol da manhã com boa planta. 1 varanda clara e arejada, com vista para o verde, que pode ser um escritório, 1 ampla suíte, com possibilidade de colocar cama Queen,1 espaçoso banheiro com box blindex, chuveiro elétrico e tanque, boa sala, cozinha com área de serviço e pé direito alto. Todo apartamento é bem claro e arejado, piso de porcelanato, totalmente REFORMADO, com luminárias e todas as esquadrias além da parte elétrica e hidráulica novas!Prédio estritamente residencial, com 46 apartamentos, bons elevadores e portaria com câmeras. Possui uma localização privilegiada, por estar há poucos metros da Rua do Catete, com fácil acesso ao metrô, Aterro do Flamengo e várias linhas de transporte coletivo. Farto e variado comércio, além do Hospital Glória D'Or, várias Praças, Igrejas, Museu da República, faculdade ESPM, inúmeros bares e restaurantes tradicionais. Prédio tem garagem com possibilidade de locação.Valor: R$ 450 mil. Condomínio: R$ 460,00. IPTU: R$ 814,00.Localização ok, metragem ok, tudo perfeito só que ainda precisa daquele toque, daquele projeto planejado que faz a diferença? Não se preocupe! Resolvemos pra você!Conte com a nossa equipe de projetos e obras para deixar tudo da maneira que você precisa. A partir das suas necessidades desenvolvemos o layout da sua casa nova e entregamos o orçamento para a obra sem compromisso e com tudo podendo ser parcelado em até 12x. Desta vez o apê ideal esta batendo a sua porta com todas as facilidades para que você possa viver com todo o conforto, bem do jeitinho que imaginou.Deixe essa oportunidade entrar e venha morar na casa dos seus sonhos!www.gabarquitetura.com; @g.a.b.arquitetura", 450000,460,814,45,1,1,1,0,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-gloria-zona-sul-rio-de-janeiro-rj-45m2-id-2641857731/
Sampaio, Rio de Janeiro,"Excelente oportunidade no Condomínio Único Engenho Novo. Vendo apartamento com armário na cozinha, banheiro, quartos e home na sala. Entrar e morar, nada para fazer! Com tela de proteção em todas as janelas e varanda. 14° andar, sol da manhã, arejado e com a melhor vista da nossa maravilhosa da cidade. No condomínio você tem total segurança com portaria 24 horas e câmeras. Lazer para você e sua família com quadra, piscina, parquinho, duas churrasqueiras, salão de festa, bicicletario, bancos, e atividades (Hidroginástica, Jiu Jitsu, Funcional e dança de salão). Na rua do condomínio tem depósito de bebida e foodtruck que entrega na sua casa para sua comodidade. Próximo a farmácia e supermercados. A 10 minutos do Shopping Nova América e Norte Shopping. 12 minutos da Centra do Brasil.", 290000,390,609,48,2,0,1,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-sampaio-zona-norte-rio-de-janeiro-rj-48m2-id-2577487205/
Pechincha, Rio de Janeiro,"Av. Geremário Dantas, fácil acesso a transportes, colégios, restaurantes, linha amarela, tudo na porta de casa. Segurança 24h, vaga na garagem para visitas e lazer infantil.São dois quartos com armários, sala, varanda, banheiro com armário, cozinha também com armários, vista livre e sol da manhã. Piso porcelanato em todo apartamento. Nas fotos, apto ocupado e de agora com apto vazio e com o piso trocado. Documentações ok. Tratar com Vinícius no tel ou WhatsApp.",0,440,500,63,2,0,1,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pechincha-zona-oeste-rio-de-janeiro-rj-63m2-id-2490165477/
Botafogo, Rio de Janeiro,"Ivo Botafogo, um bairro pulsante, que une o clássico, moderno e o tradicional. O Ivo chega no endereço mais nobre e valorizado de botafogo, entre as ruas voluntários da pátria e são clemente. Um empreendimento com um projeto único, apresentando multiplicidade em sua essência, preservando a arquitetura do passado em completa harmonia com presente e futuro. Um olhar diferenciado que reúne o antigo e o novo com equilíbrio e elegância.No Ivo tudo foi pensado para proporcionar conforto e qualidade com estética e design.A sofisticação do lazer na área externa traz um clima agradável e acolhedor na praça do jardim, onde o paisagismo revela o verde da rua dona mariana para dentro do empreendimento. Piscina, academia e bar se complementam em perfeita harmonia, além de um espaço pet. Já na casa eclética preservada, o ambiente aconchegante revela as integrações entre o lounge e espaço gourmet, espaço kids e tens, multi e adega.Todas as áreas são privilegiadas, oferecendo ambientes únicos de convivência onde tecnologia, conveniência e praticidade caminham juntas. Um upgrade no estilo de morar, serão apenas 39 unidades para viver com exclusividade, em 2,3,4 quartos gardens e coberturas. Seja qual for seu estilo, o Ivo é o seu lugar!LoungePet PlayPiscinaSalão GourmetFinanciamento Bancário!", 1831264,0,0,74,2,0,2,1,https://www.zapimoveis.com.br/lancamento/venda-apartamento-4-quartos-botafogo-zona-sul-rio-de-janeiro-rj-209m2-id-2529789910/
Tijuca, Rio de Janeiro,"Bio Satamini nasce do encontro singular da natureza com o urbano. Um empreendimento no ponto mais especial da Tijuca, com lazer completo, conforto e arquitetura sofisticada aliado ao privilégio de estar ao lado de todo serviço, comércio e transporte da região. Um projeto à altura para os amantes do bairro como nós.Localizado no coração da Tijuca, um bairro residencial com forte característica familiar, acolhedor e tipicamente carioca, contemplando uma vasta oferta de necessidades imediatas aos moradores. Isso tudo marcadopelo virtuoso cinturão de Mata Atlântica, abrigando a maior e mais importante Floresta Urbana do Mundo: a Floresta da Tijuca.Cercado de tudo que você precisa para uma vida mais prática e confortável: a 1 minuto a pé de duas estações do metrô, ao lado de shoppings, colégios, hospitais, academias, bancos e restaurantes. Pertinho da Praça Saens Peña, da natureza da Quinta da Boa Vista e a poucos minutos do Centro e Zona Sul. Te proporcionando maior praticidade, conveniência e mobilidade no seu dia a dia.Mais do que um endereço, Bio Satamini é um empreendimento para quem quer viver com qualidade de vida, comodidade e conforto.São 41 unidades iluminadas e arejadas, distribuídas em 6 pavimentos com a natureza mais perto de você em jardineiras suspensas nas unidades:12 studios de 45 a 60 m² e 3 up gardens studios de 63 a 79 m²14 aptos. 2 quartos de 57 a 67 m² e 1 up garden 2 quartos de 87 m²5 aptos. de 3 quartos de 83 m²6 coberturas duplex de 3 quartos de 138 a 199 m²Tudo isso com lazer completo e exclusivo em ambientes integrados que resgatam o sentimento de proximidade e pertencimento no convívio social.Financiamento Bancário.Salão de Festas; Academia; Sala de Jogos; Playground.", 549000,0,0,45,1,0,1,1,https://www.zapimoveis.com.br/lancamento/venda-apartamento-3-quartos-tijuca-zona-norte-rio-de-janeiro-rj-199m2-id-2608058352/
Botafogo, Rio de Janeiro,"O Harmonia 176 Botafogo é um residencial boutique composto por 1 apartamento tipo, 1 apartamento garden, 4 studios e 1 cobertura linear com metragens que vão de 42 m² a 136 m². O prédio possui sistema de segurança moderno, e os imóveis são distribuídos em seu interior de forma a proporcionar o máximo de privacidade e conforto aos moradores.Financiamento BancárioAcesso 24 Horas Com Serviços Controle de Acesso Monitoramento CFTV Sensor de Presença nas áreas comuns Serviços Pay Per Use Wi Fi nas áreas comuns",,0,0,94,1,0,1,1,https://www.zapimoveis.com.br/lancamento/venda-apartamento-2-quartos-botafogo-zona-sul-rio-de-janeiro-rj-136m2-id-2539515833/
Copacabana, Rio de Janeiro,"A R. Jardim Imóveis vende ou aluga, bom apartamento, composto de sala ampla, dois quartos com armários e um banheiro social, cozinha ampla também com armários, dependência completa. apartamento com vista livre, sol da manhã junto ao comercio e transportes públicos.Não possui fiador? Consulte nos sobre outras garantias ou simule seu financiamento conosco, saiba em minutos qual o banco tem a melhor taxa para você!A R.Jardim Imóveis é especializada em venda, locação e administração de imóveis. Temos outras opções no Leblon, Ipanema, Botafogo, Lagoa, Flamengo, Leme, Copacabana e etc.Venha nos fazer uma visita, temos os mais capacitados corretores do mercado, avaliamos e anunciamos o seu imóvel gratuitamente.Os valores referentes às taxas e impostos, poderão sofrer variações.  ", 900000,1200,166,61,2,0,2,0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-copacabana-zona-sul-rio-de-janeiro-rj-61m2-id-2638490458/
Barra da Tijuca, Rio de Janeiro,"BARRA DA TIJUCA   Casa em condomínio   vendaExcelente casa em condomínio fechado , muito bem localizada , contemporânea, recem construida,615m².Sala em 2 ambientes,5 suites com varandas,dependencia completa.Piscina, sauna, churrasqueira, bancada gourmet,3 vagas de garagem", 3800000,800,0,615,5,1,9,3,https://www.zapimoveis.com.br/imovel/venda-casa-5-quartos-com-piscina-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-615m2-id-2607109542/
Botafogo, Rio de Janeiro,"DILUANE IMÓVEIS VENDE: Excelente apartamento de oportunidade em localização privilegiada, fácil acesso para Copacabana e diversos comercios. Prédio pequeno, sem elevador, apenas um lance de escadas, Apartamento composto por sala ampla, com vista livre, dois quartos amplos, sendo um deles com varanda interna, banheiro amplo, cozinha repleta de armários e dependencia completa e area externa bem ampla com diversas possibilidades. APROVEITE ESSA GRANDE OPORTUNIDADE E VENHA MORAR NA ZONA SUL DO RJ. Cod:BTAA20017  Rev.03Jul", 599000,550,0,80,2,0,2,N/A,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-botafogo-zona-sul-rio-de-janeiro-rj-80m2-id-2627584889/
Copacabana, Rio de Janeiro,"MARAVILHOSO CONJUGADÃO REFORMADO PRÓXIMO A PRAIA !! Apartamento linear composto por saleta e quarto dividido, super espaçoso arejado e iluminado, cozinha ampla com espaço para todos os elétrons, banheiro com espaço para máquina de lavar e box em blindex, prédio gabaritado, portaria 24 horas, próximo a bancos, farmácias, comércios. Aceitamos financiamento e FGTS. Venha conferir!!!ATUALIZADO 03/07***ANÚNCIO SUJEITO A ALTERAÇÃO SEM AVISO PRÉVIO***", 380000,380,80,42,1,0,1,0,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-copacabana-zona-sul-rio-de-janeiro-rj-42m2-id-2544122286/
Freguesia (Jacarepaguá), Rio de Janeiro,"Oportunidade!!! Excelente Localização. Coração da Freguesia, rua Xingú. Ótimo apartamento de 2 quartos (1 suíte), ambientes amplos, 75M², vazio, vista livre, sala 2 ambientes formato L , varanda, banheiro social, dependência revertida, cozinha com armários, área de serviço, 1 vaga na escritura. Prédio com portaria 24 horas, 2 elevadores, play e salão de festas. Aceita financiamento e fgts. O valor do imóvel pode sofrer alteração sem aviso prévio.", 375000,850,110,75,2,1,1,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-playground-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-rj-75m2-id-2634452464/
Copacabana, Rio de Janeiro,"MARAVILHOSO SALA E TRÊS QUARTOS COM VAGA DE GARAGEM NA ESCRITURA!!! Apartamento composto por sala ampla e arejada com iluminação natural, quartos amplos e arejados sendo um suíte, banheiro social amplo, cozinha com espaço para fogão e geladeira e dependência completa. Prédio gabaritado com portaria 24 horas, circuito interno de tv E UMA VAGA DE GARAGEM NA ESCRITURA. Localização privilegiada, próximo a mercados, bancos e farmácias, a poucos minutos do metrô e a poucas quadras da praia. Documentação cristalina, aceitamos todos os tipos de financiamento e FGTS. NÃO PERCA ESSA OPORTUNIDADE, VENHA CONFERIR!!!ATUALIZADO 23/06***ANÚNCIO SUJEITO A ALTERAÇÃO SEM AVISO PRÉVIO***", 1100000,1130,320,100,3,1,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-copacabana-zona-sul-rio-de-janeiro-rj-100m2-id-2526496973/
Barra da Tijuca, Rio de Janeiro,"Le Parc Residential Resort.  Avenida Jornalista Tim Lopes   Barra da Tijuca.   Vendo apartamento frontal lagoa, andar médio, 02 varandas com cortina de vidro, sala em 03 ambientes, 04 quartos sendo 02 suítes, (podendo ser 03 suítes), 173 m², armários nos quartos, banheiros e na cozinha, split cassete na sala e split nos quartos.  Área de serviço com dependência de empregada.  03 vagas na escritura. ]   Condomínio com total infra estrutura de lazer.    Ligue e agende sua visita:  Leonardo Paca  Tel.: Whatsapp  Creci: 46.125  Assessoria até o registro! Suporte do início ao fim!  ****Realizamos aprovação de crédito****  **Fazemos toda parte de documentação e registro do imóvel****  * Disponibilidade e valores sujeitos a alteração sem aviso prévio***  **Visite Nosso site veja mais oportunidades**       Acabamentos: Diversos Revestimentos, Móveis planejados, Porcelanato, Teto rebaixado,     Características: Portão Eletrônico, Portaria 24h, Elevador,     Cômodos: Área de Serviço, Cozinha, Quarto de empregada, Varanda,     Lazer: Churrasqueira, Completo, Piscina, Quadra esportiva, Salão de festas,     Proximidades: Bares e Restaurantes, Escola, Farmácia, Shopping Center, Supermercado,     Segurança: Condomínio fechado, Segurança 24h,", 2400000,3000,6900,173,4,1,4,3,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-mobiliado-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-173m2-id-2633489866/
Madureira, Rio de Janeiro,"Apartamento no 100 a venda em Rua João Vicente   Oswaldo Cruz   Rio de Janeiro/RJApartamento 2dormitórios com área total de 58. à venda em Oswaldo Cruz RJ.Sua oportunidade de morar em Oswaldo Cruz está aqui! Este imóvel com 2 dormitórios, varanda cozinha, banheiro e sala.Lindo e planejado cozinha espaçosa, 6 armários na área, onde cabem todos os seus equipamentos eletrodomésticos 2 armários no banheiro onde cabem todas as suas . local tranquilo da para fazer quase tudo a pé!Esse apartamento é ideal para você e sua família viverem com segurança, câmera com sensor de aproximação dentro e fora do prédio. E o que é melhor o apartamento fica em frente ao ponto de ônibus e estação férrea. Opção para compras no Shopping Madureira que fica á 5 minutos de distância.Tipo do imóvel: ApartamentoMetragem útil: 58m²Total dormitórios: 2Total suítes: 0Localização: Oswaldo Cruz | Rio de JaneiroValor: R$210.000O Bairro Oswaldo Cruz, localizado na cidade do Rio de Janeiro, é um lugar encantador que oferece aos seus moradores e visitantes uma grande variedade de serviços e atrações. O bairro é conhecido por sua beleza natural, com parques e praças bem cuidados, além de sua rica história.O bairro foi criado em 1891, quando o então presidente da República, Floriano Peixoto, decretou a criação da cidade de Oswaldo Cruz, em homenagem ao cientista Oswaldo Cruz, que foi responsável por trazer a vacina contra a varíola para o Brasil. Desde então, o bairro tem se desenvolvido ao longo dos anos, tornando se um dos melhores bairros da cidade.Hoje, o bairro oferece aos seus moradores e visitantes uma grande variedade de serviços e atrações. Os moradores podem desfrutar de uma ampla gama de restaurantes, bares, lojas, museus, parques e praças, além de vários outros serviços. O bairro também possui várias escolas e universidades, o que torna a vida dos moradores ainda mais fácil.O bairro Oswaldo Cruz é um lugar encantador, cheio de história e serviços para todos. Venha conhecer o bairro e desfrutar de tudo o que ele tem a oferecer!Clique no botão ao lado e iremos entrar em contato para te ajudar na busca pelo imóvel ideal!A NEWCORE possui diversas equipes especializadas em várias regiões do Brasil, com corretores experientes e capacitados que te ajudarão a encontrar o imóvel dos seus sonhosAnúncio do corretor de imóveis Juraciara Sales da Silva CRECI: 80574", 209730,100,1,58,2,1,1,0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-oswaldo-cruz-zona-norte-rio-de-janeiro-rj-58m2-id-2630915962/
